counterexample_id,category,tested_claim,source_id,source_name,operator_a,operator_b,left_target_id,right_target_id,evidence_edge_id,explanation
commutation-domain:R2:L2:953,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,953,Rāga Kalahamsa,R2,L2,,953,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:971,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,971,Scale 971,R2,L2,971,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:973,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,973,7-19 rooted state 973,R2,L2,,973,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:979,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,979,Scale 979,R2,L2,979,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:985,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,985,Scale 985,R2,L2,,985,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:995,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,995,Lydian ♭2♯3♭67,R2,L2,995,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1009,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1009,7-3 rooted state 1009,R2,L2,,1009,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1147,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1147,Alt double-flat 5 / flat–double-flat 6,R2,L2,1147,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1149,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1149,Alt ♮25♭6,R2,L2,,1149,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1211,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1211,Ceiling Scale,R2,L2,1211,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1213,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1213,Alt ♮2♭♭5♭6,R2,L2,,1213,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1243,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1243,Alt 6,R2,L2,1243,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1245,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1245,Alt ♮26,R2,L2,,1245,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1259,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1259,Blues Phrygian,R2,L2,1259,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1261,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1261,Modified Blues,R2,L2,,1261,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1267,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1267,7-19 rooted state 1267,R2,L2,1267,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1273,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1273,Tanarupi V,R2,L2,,1273,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1339,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1339,Alt ♭♭5,R2,L2,1339,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1341,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1341,Alt ♮2♭♭5,R2,L2,,1341,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1371,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1371,Superlocrian,R2,L2,1371,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1373,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1373,Storian,R2,L2,,1373,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1387,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1387,Locrian,R2,L2,1387,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1389,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1389,Half-Diminished,R2,L2,,1389,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1395,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1395,Locrian Dominant,R2,L2,1395,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1401,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1401,Major Locrian ♯2,R2,L2,,1401,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1435,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1435,Maqam Saba Zamzam,R2,L2,1435,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1437,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1437,Sabach,R2,L2,,1437,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1451,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1451,Phrygian,R2,L2,1451,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1453,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1453,Aeolian,R2,L2,,1453,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1459,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1459,Phrygian Dominant,R2,L2,1459,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1465,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1465,Rāga Cudamani,R2,L2,,1465,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1483,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1483,Mela Bhavapriya,R2,L2,1483,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1485,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1485,Mela Sanmukhapriya,R2,L2,,1485,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1491,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1491,Namanarayani,R2,L2,1491,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1497,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1497,Jyoti Swarupini,R2,L2,,1497,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1507,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1507,Lydian ♭7♭2♭6♯3,R2,L2,1507,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1521,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1521,Lydian 7♭6♯32,R2,L2,,1521,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:1595,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,1595,Alt ♮65,R2,L2,1595,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
